   X ,   Y ,   Z ,  X0 ,  Y0 ,  Z0 ,   R ,   U ,   V ,   W ,  CN ,  F1 ,  F2 ,  F3
   0.226151E+02 ,   0.107952E+02 ,   0.110135E+01 ,     22.62 ,     10.80 ,      1.10 ,       1.101357 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.344319E-14 ,   0.874690E-16 ,  -0.843402E-02
   0.220783E+02 ,   0.802101E+01 ,   0.218811E+01 ,     22.08 ,      8.02 ,      2.19 ,       1.016619 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.210711E+00 ,   0.575660E+00 ,  -0.663313E-02
   0.252525E+02 ,   0.924950E+01 ,   0.272303E+01 ,     25.25 ,      9.25 ,      2.72 ,       1.073286 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,  -0.336505E+00 ,  -0.410992E+00 ,   0.137731E+00
   0.236665E+02 ,   0.819587E+01 ,   0.325193E+01 ,     23.67 ,      8.20 ,      3.25 ,       0.902932 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.441469E-01 ,  -0.647745E+00 ,  -0.241625E+00
   0.264461E+02 ,   0.917034E+01 ,   0.101312E+01 ,     26.45 ,      9.17 ,      1.01 ,       1.013127 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.280328E-14 ,   0.225027E-16 ,  -0.574908E-02
   0.299916E+02 ,   0.121536E+02 ,   0.113899E+01 ,     29.99 ,     12.15 ,      1.14 ,       1.139000 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.300866E-01 ,  -0.399657E+00 ,   0.141770E-01
   0.366992E+02 ,   0.157208E+02 ,   0.977403E+00 ,     36.70 ,     15.72 ,      0.98 ,       0.977440 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.362203E+00 ,   0.168218E+00 ,   0.851912E+00
   0.396529E+02 ,   0.137363E+02 ,   0.116634E+01 ,     39.65 ,     13.74 ,      1.17 ,       1.166351 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.199013E-01 ,   0.327053E-01 ,  -0.643902E-01
   0.502086E+02 ,   0.103629E+02 ,   0.981909E+00 ,     50.21 ,     10.36 ,      0.98 ,       0.981917 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.296916E-14 ,   0.209657E-15 ,  -0.117199E-02
   0.493285E+02 ,   0.142693E+02 ,   0.903957E+00 ,     49.33 ,     14.27 ,      0.90 ,       0.903964 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.352860E-14 ,   0.285248E-16 ,  -0.104932E-02
   0.139779E+01 ,   0.204304E+02 ,   0.101808E+01 ,      1.40 ,     20.43 ,      1.02 ,       1.018093 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.194829E+00 ,   0.375997E+00 ,   0.641870E-01
   0.414055E+01 ,   0.119851E+02 ,   0.106015E+01 ,      4.14 ,     11.99 ,      1.06 ,       1.060160 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.782042E-07 ,   0.518806E-08 ,   0.172323E-02
   0.664641E+01 ,   0.884725E+01 ,   0.950117E+00 ,      6.65 ,      8.85 ,      0.95 ,       0.950148 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,  -0.223457E+00 ,  -0.183817E-01 ,   0.939937E+00
   0.115286E+02 ,   0.115641E+02 ,   0.378689E+01 ,     11.53 ,     11.56 ,      3.79 ,       1.057285 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.172766E+00 ,  -0.176789E+00 ,  -0.143340E+00
   0.133909E+02 ,   0.981925E+01 ,   0.402350E+01 ,     13.39 ,      9.82 ,      4.02 ,       1.107224 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.857317E-01 ,  -0.203240E-01 ,  -0.384872E+00
   0.155699E+02 ,   0.119366E+02 ,   0.488462E+01 ,     15.57 ,     11.94 ,      4.88 ,       1.110143 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.212708E-01 ,  -0.640829E-01 ,  -0.136408E+00
   0.150038E+02 ,   0.156745E+02 ,   0.469004E+01 ,     15.00 ,     15.67 ,      4.69 ,       1.099565 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.233962E-01 ,  -0.156342E-01 ,   0.415118E+00
   0.138548E+02 ,   0.153725E+02 ,   0.107417E+01 ,     13.85 ,     15.37 ,      1.07 ,       1.074218 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.110170E-01 ,   0.597712E+00 ,   0.706275E+00
   0.167282E+02 ,   0.131915E+02 ,   0.268609E+01 ,     16.73 ,     13.19 ,      2.69 ,       1.185877 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   7 ,  -0.223280E+00 ,   0.626232E+00 ,  -0.544110E-02
   0.188912E+02 ,   0.132266E+02 ,   0.268389E+01 ,     18.89 ,     13.23 ,      2.68 ,       0.977471 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.689708E+00 ,  -0.392630E+00 ,  -0.581980E+00
   0.195744E+02 ,   0.121930E+02 ,   0.542741E+01 ,     19.57 ,     12.19 ,      5.43 ,       0.903621 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.123689E+00 ,  -0.234968E+00 ,  -0.741232E+00
   0.231201E+02 ,   0.169365E+02 ,   0.228478E+01 ,     23.12 ,     16.94 ,      2.28 ,       1.101402 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.218084E+00 ,  -0.332857E+00 ,   0.888607E-01
   0.242467E+02 ,   0.113041E+02 ,   0.266475E+01 ,     24.25 ,     11.30 ,      2.66 ,       1.031326 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.850017E-01 ,  -0.847496E-01 ,  -0.844266E+00
   0.263749E+02 ,   0.154658E+02 ,   0.328361E+01 ,     26.37 ,     15.47 ,      3.28 ,       0.943585 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,  -0.516337E-01 ,   0.660816E+00 ,   0.917458E-01
   0.274022E+02 ,   0.171456E+02 ,   0.302938E+01 ,     27.40 ,     17.15 ,      3.03 ,       1.041794 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.494113E-01 ,  -0.545285E+00 ,  -0.494803E+00
   0.310188E+02 ,   0.165816E+02 ,   0.114475E+01 ,     31.02 ,     16.58 ,      1.14 ,       1.144764 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.819993E-01 ,  -0.435593E-01 ,   0.123615E+00
   0.311861E+02 ,   0.229980E+02 ,   0.227917E+01 ,     31.19 ,     23.00 ,      2.28 ,       0.962571 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.611622E+00 ,   0.457062E+00 ,  -0.732263E+00
   0.418225E+02 ,   0.253128E+02 ,   0.209364E+01 ,     41.82 ,     25.31 ,      2.09 ,       0.902736 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.190111E-02 ,  -0.286975E+00 ,  -0.756039E-01
   0.428157E+02 ,   0.198134E+02 ,   0.990392E+00 ,     42.82 ,     19.81 ,      0.99 ,       0.990400 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.349723E-14 ,   0.192188E-15 ,  -0.157260E-02
   0.503661E+02 ,   0.160140E+02 ,   0.113948E+01 ,     50.37 ,     16.01 ,      1.14 ,       1.139502 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.442979E+00 ,  -0.286726E+00 ,   0.303906E-01
   0.808760E+01 ,   0.192757E+02 ,   0.384822E+01 ,      8.09 ,     19.28 ,      3.85 ,       0.967312 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,  -0.596963E+00 ,  -0.702941E+00 ,   0.876342E+00
   0.552521E+01 ,   0.167547E+02 ,   0.364228E+01 ,      5.53 ,     16.75 ,      3.64 ,       1.148804 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.228540E+00 ,   0.167376E+00 ,  -0.296299E+00
   0.970794E+01 ,   0.140831E+02 ,   0.302288E+01 ,      9.71 ,     14.08 ,      3.02 ,       0.970829 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.169625E+00 ,  -0.781143E+00 ,  -0.160086E+00
   0.767882E+01 ,   0.188849E+02 ,   0.112337E+01 ,      7.68 ,     18.88 ,      1.12 ,       1.123385 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.929815E-01 ,   0.413468E+00 ,   0.249992E-01
   0.832363E+01 ,   0.169672E+02 ,   0.910914E+00 ,      8.32 ,     16.97 ,      0.91 ,       0.910927 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.812408E+00 ,  -0.702975E-03 ,   0.135104E+00
   0.135796E+02 ,   0.146243E+02 ,   0.362945E+01 ,     13.58 ,     14.62 ,      3.63 ,       0.963410 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.615403E-01 ,   0.963180E-01 ,  -0.111131E+00
   0.149868E+02 ,   0.160648E+02 ,   0.264523E+01 ,     14.99 ,     16.06 ,      2.65 ,       0.982287 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.183134E+00 ,   0.156517E-01 ,  -0.305613E+00
   0.164061E+02 ,   0.184818E+02 ,   0.647304E+01 ,     16.41 ,     18.48 ,      6.47 ,       0.947442 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.950085E-01 ,   0.315394E-01 ,  -0.758697E+00
   0.171078E+02 ,   0.154613E+02 ,   0.274546E+01 ,     17.11 ,     15.46 ,      2.75 ,       1.116221 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.183230E+00 ,  -0.875842E+00 ,  -0.110443E-01
   0.188173E+02 ,   0.167180E+02 ,   0.435077E+01 ,     18.82 ,     16.72 ,      4.35 ,       1.055939 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   7 ,  -0.426885E+00 ,   0.183458E+00 ,   0.452534E+00
   0.202958E+02 ,   0.139669E+02 ,   0.117837E+01 ,     20.30 ,     13.97 ,      1.18 ,       1.178432 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.208884E+00 ,   0.342216E+00 ,   0.869121E+00
   0.207527E+02 ,   0.161987E+02 ,   0.500419E+01 ,     20.75 ,     16.20 ,      5.00 ,       1.051798 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.356519E+00 ,  -0.309899E+00 ,   0.219567E+00
   0.242628E+02 ,   0.186832E+02 ,   0.115750E+01 ,     24.26 ,     18.68 ,      1.16 ,       1.157509 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.318349E-14 ,  -0.502987E-17 ,  -0.510949E-02
   0.252193E+02 ,   0.171289E+02 ,   0.296710E+01 ,     25.22 ,     17.13 ,      2.97 ,       1.106266 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.103461E-01 ,   0.894687E-02 ,   0.584292E+00
   0.265185E+02 ,   0.166306E+02 ,   0.478971E+01 ,     26.52 ,     16.63 ,      4.79 ,       0.965842 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.590063E-01 ,   0.861210E-01 ,  -0.480939E-01
   0.328483E+02 ,   0.194238E+02 ,   0.110949E+01 ,     32.85 ,     19.42 ,      1.11 ,       1.109541 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.405718E-01 ,  -0.396114E+00 ,   0.718449E+00
   0.367457E+02 ,   0.233799E+02 ,   0.105735E+01 ,     36.75 ,     23.38 ,      1.06 ,       1.057409 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.185234E+00 ,  -0.234218E+00 ,   0.103318E+01
   0.434283E+02 ,   0.267877E+02 ,   0.294966E+01 ,     43.43 ,     26.79 ,      2.95 ,       1.113566 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.353677E+00 ,   0.980659E-01 ,   0.487607E+00
   0.481094E+02 ,   0.239073E+02 ,   0.956272E+00 ,     48.11 ,     23.91 ,      0.96 ,       0.956280 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.444078E+00 ,  -0.102370E+00 ,   0.161605E-01
   0.451468E+02 ,   0.204960E+02 ,   0.107178E+01 ,     45.15 ,     20.50 ,      1.07 ,       1.071817 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.199362E+00 ,  -0.274368E-01 ,   0.383551E+00
   0.339811E+01 ,   0.199051E+02 ,   0.105028E+01 ,      3.40 ,     19.91 ,      1.05 ,       1.050328 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.226408E+00 ,   0.280396E+00 ,   0.547658E+00
   0.834510E+01 ,   0.213380E+02 ,   0.340293E+01 ,      8.35 ,     21.34 ,      3.40 ,       1.158297 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.459791E+00 ,   0.224515E+00 ,   0.699059E-01
   0.106898E+02 ,   0.159922E+02 ,   0.296507E+01 ,     10.69 ,     15.99 ,      2.97 ,       1.176731 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.261217E+00 ,  -0.416129E-01 ,   0.125146E+00
   0.145345E+02 ,   0.271545E+02 ,   0.330364E+01 ,     14.53 ,     27.15 ,      3.30 ,       0.942375 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.258271E+00 ,  -0.347452E+00 ,   0.396390E+00
   0.989114E+01 ,   0.183135E+02 ,   0.116189E+01 ,      9.89 ,     18.31 ,      1.16 ,       1.161903 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.220593E+00 ,   0.449614E+00 ,   0.365242E+00
   0.121730E+02 ,   0.187516E+02 ,   0.268715E+01 ,     12.17 ,     18.75 ,      2.69 ,       1.128752 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.396137E+00 ,  -0.294605E+00 ,  -0.174146E+00
   0.150852E+02 ,   0.194506E+02 ,   0.961504E+00 ,     15.09 ,     19.45 ,      0.96 ,       0.961531 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.289366E+00 ,  -0.980611E-01 ,   0.566666E+00
   0.153972E+02 ,   0.185164E+02 ,   0.254160E+01 ,     15.40 ,     18.52 ,      2.54 ,       0.900426 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.824158E-01 ,  -0.357182E+00 ,   0.494939E-01
   0.176963E+02 ,   0.186001E+02 ,   0.118390E+01 ,     17.70 ,     18.60 ,      1.18 ,       1.183915 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.315779E+00 ,  -0.390535E+00 ,  -0.249316E-02
   0.190075E+02 ,   0.210728E+02 ,   0.112639E+01 ,     19.01 ,     21.07 ,      1.13 ,       1.126435 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.276722E+00 ,  -0.414422E+00 ,   0.477220E+00
   0.200683E+02 ,   0.190362E+02 ,   0.117029E+01 ,     20.07 ,     19.04 ,      1.17 ,       1.170309 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.228473E+00 ,   0.438638E+00 ,   0.149809E-01
   0.207888E+02 ,   0.188360E+02 ,   0.374905E+01 ,     20.79 ,     18.84 ,      3.75 ,       0.905339 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.413760E+00 ,  -0.269724E+00 ,   0.105928E+00
   0.225717E+02 ,   0.197739E+02 ,   0.645817E+01 ,     22.57 ,     19.77 ,      6.46 ,       1.057648 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.389900E+00 ,  -0.221849E-01 ,  -0.173744E+00
   0.244764E+02 ,   0.203592E+02 ,   0.480800E+01 ,     24.48 ,     20.36 ,      4.81 ,       1.149549 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.206229E+00 ,  -0.445827E+00 ,   0.243076E+00
   0.268243E+02 ,   0.200770E+02 ,   0.580422E+01 ,     26.82 ,     20.08 ,      5.80 ,       1.096459 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.227492E+00 ,   0.173580E+00 ,   0.667687E+00
   0.328827E+02 ,   0.248774E+02 ,   0.117873E+01 ,     32.88 ,     24.88 ,      1.18 ,       1.178791 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.188558E+00 ,  -0.170971E+00 ,   0.574505E+00
   0.282329E+02 ,   0.289863E+02 ,   0.756091E+01 ,     28.23 ,     28.99 ,      7.56 ,       1.013688 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.275271E+00 ,  -0.384554E+00 ,  -0.339505E+00
   0.407105E+02 ,   0.242556E+02 ,   0.988275E+00 ,     40.71 ,     24.26 ,      0.99 ,       0.988323 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.233611E+00 ,   0.187455E+00 ,   0.182414E+01
   0.507681E+02 ,   0.267278E+02 ,   0.316892E+01 ,     50.77 ,     26.73 ,      3.17 ,       1.142895 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.254447E-02 ,  -0.819879E-01 ,   0.282891E+00
   0.788050E+00 ,   0.264247E+02 ,   0.117397E+01 ,      0.79 ,     26.42 ,      1.17 ,       1.174032 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.502581E-01 ,   0.298904E+00 ,   0.133348E+01
   0.889736E+00 ,   0.274619E+02 ,   0.323752E+01 ,      0.89 ,     27.46 ,      3.24 ,       1.137786 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,  -0.133672E-01 ,  -0.282955E+00 ,  -0.134783E+00
   0.879521E+01 ,   0.228908E+02 ,   0.503047E+01 ,      8.80 ,     22.89 ,      5.03 ,       1.097051 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.529068E+00 ,  -0.230848E+00 ,   0.952418E-01
   0.124628E+02 ,   0.159711E+02 ,   0.466362E+01 ,     12.46 ,     15.97 ,      4.66 ,       1.054487 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.183867E+00 ,  -0.222758E+00 ,   0.274229E-01
   0.150602E+02 ,   0.238612E+02 ,   0.461571E+01 ,     15.06 ,     23.86 ,      4.62 ,       1.123613 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.104323E+00 ,  -0.114246E+00 ,  -0.310985E+00
   0.137707E+02 ,   0.254487E+02 ,   0.915564E+00 ,     13.77 ,     25.45 ,      0.92 ,       0.915638 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.372844E+00 ,   0.164672E+00 ,   0.994518E+00
   0.156218E+02 ,   0.203782E+02 ,   0.663938E+01 ,     15.62 ,     20.38 ,      6.64 ,       0.922354 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.134610E+00 ,  -0.227535E+00 ,  -0.245406E-01
   0.157801E+02 ,   0.202958E+02 ,   0.301250E+01 ,     15.78 ,     20.30 ,      3.01 ,       0.979617 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.253143E-01 ,   0.574642E+00 ,  -0.184756E+00
   0.167347E+02 ,   0.207676E+02 ,   0.115845E+01 ,     16.73 ,     20.77 ,      1.16 ,       1.158491 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,  -0.275994E+00 ,   0.245036E+00 ,   0.519263E+00
   0.190355E+02 ,   0.249923E+02 ,   0.107510E+01 ,     19.04 ,     24.99 ,      1.08 ,       1.075110 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.347399E-14 ,   0.969127E-16 ,   0.976031E-03
   0.212361E+02 ,   0.242251E+02 ,   0.228201E+01 ,     21.24 ,     24.23 ,      2.28 ,       1.169311 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.178467E+00 ,  -0.390990E+00 ,   0.102470E+00
   0.212009E+02 ,   0.218215E+02 ,   0.261607E+01 ,     21.20 ,     21.82 ,      2.62 ,       1.011508 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.198850E+00 ,   0.242977E+00 ,  -0.476513E+00
   0.248827E+02 ,   0.244876E+02 ,   0.403569E+01 ,     24.88 ,     24.49 ,      4.04 ,       1.003497 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.329390E-02 ,  -0.535725E-01 ,  -0.435873E+00
   0.246241E+02 ,   0.225256E+02 ,   0.482387E+01 ,     24.62 ,     22.53 ,      4.82 ,       1.022027 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,  -0.388351E+00 ,  -0.819829E-01 ,  -0.680092E-01
   0.263997E+02 ,   0.199995E+02 ,   0.156392E+01 ,     26.40 ,     20.00 ,      1.56 ,       1.041404 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.445321E-01 ,   0.581946E+00 ,  -0.157877E+00
   0.311921E+02 ,   0.210097E+02 ,   0.118466E+01 ,     31.19 ,     21.01 ,      1.18 ,       1.184715 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.415474E+00 ,   0.189136E+00 ,   0.830411E+00
   0.266329E+02 ,   0.256486E+02 ,   0.592200E+01 ,     26.63 ,     25.65 ,      5.92 ,       1.181027 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.576204E+00 ,   0.455812E+00 ,   0.150199E+00
   0.312161E+02 ,   0.269511E+02 ,   0.431116E+01 ,     31.22 ,     26.95 ,      4.31 ,       0.984129 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.134209E-01 ,   0.278555E+00 ,  -0.378085E+00
   0.412310E+02 ,   0.271172E+02 ,   0.334214E+01 ,     41.23 ,     27.12 ,      3.34 ,       1.142629 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.115112E+00 ,  -0.470360E-02 ,  -0.528053E+00
   0.566511E+02 ,   0.275375E+02 ,   0.102053E+01 ,     56.65 ,     27.54 ,      1.02 ,       1.020544 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.482390E-02 ,  -0.312930E+00 ,   0.517674E+00
   0.645550E+01 ,   0.272934E+02 ,   0.212128E+01 ,      6.46 ,     27.29 ,      2.12 ,       1.176050 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.167002E+00 ,  -0.158664E+00 ,  -0.191183E+00
   0.650078E+01 ,   0.232206E+02 ,   0.107140E+01 ,      6.50 ,     23.22 ,      1.07 ,       1.071438 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.483346E+00 ,  -0.127161E+00 ,   0.653382E+00
   0.132644E+02 ,   0.245896E+02 ,   0.651857E+01 ,     13.26 ,     24.59 ,      6.52 ,       1.185722 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.857929E-01 ,  -0.185340E+00 ,  -0.348489E+00
   0.159564E+02 ,   0.214166E+02 ,   0.920644E+01 ,     15.96 ,     21.42 ,      9.21 ,       0.958142 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.107304E+01 ,   0.454108E-01 ,   0.132676E+00
   0.174038E+02 ,   0.238056E+02 ,   0.489553E+01 ,     17.40 ,     23.81 ,      4.90 ,       0.988417 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.248866E-01 ,   0.225625E+00 ,   0.197562E+00
   0.130786E+02 ,   0.220530E+02 ,   0.628747E+01 ,     13.08 ,     22.05 ,      6.29 ,       1.130934 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.102108E+00 ,   0.298314E-01 ,  -0.136894E+00
   0.130833E+02 ,   0.223722E+02 ,   0.278353E+01 ,     13.08 ,     22.37 ,      2.78 ,       0.952907 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.155215E+00 ,   0.628339E-01 ,   0.481363E+00
   0.186484E+02 ,   0.227558E+02 ,   0.586300E+01 ,     18.65 ,     22.76 ,      5.86 ,       0.905595 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.201181E+00 ,   0.308535E+00 ,  -0.490150E-02
   0.152080E+02 ,   0.223674E+02 ,   0.287640E+01 ,     15.21 ,     22.37 ,      2.88 ,       1.173900 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,   0.408826E+00 ,   0.438977E-01 ,   0.152782E+00
   0.199056E+02 ,   0.257607E+02 ,   0.267421E+01 ,     19.91 ,     25.76 ,      2.67 ,       0.900011 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.424545E-01 ,   0.381042E+00 ,   0.331783E+00
   0.225887E+02 ,   0.272145E+02 ,   0.307486E+01 ,     22.59 ,     27.21 ,      3.07 ,       1.035229 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.254881E+00 ,  -0.724961E+00 ,  -0.227203E+00
   0.241896E+02 ,   0.252016E+02 ,   0.214437E+01 ,     24.19 ,     25.20 ,      2.14 ,       1.025273 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.224310E+00 ,  -0.705064E+00 ,  -0.602590E+00
   0.228983E+02 ,   0.242783E+02 ,   0.957037E+00 ,     22.90 ,     24.28 ,      0.96 ,       0.957079 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.486077E+00 ,   0.104088E+00 ,   0.998616E+00
   0.256027E+02 ,   0.237633E+02 ,   0.604088E+01 ,     25.60 ,     23.76 ,      6.04 ,       0.970625 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.347916E+00 ,  -0.691908E-01 ,   0.374501E+00
   0.254276E+02 ,   0.222085E+02 ,   0.290783E+01 ,     25.43 ,     22.21 ,      2.91 ,       1.079770 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.155019E+00 ,  -0.616073E-01 ,  -0.365904E+00
   0.277502E+02 ,   0.224618E+02 ,   0.282211E+01 ,     27.75 ,     22.46 ,      2.82 ,       1.075967 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.198945E+00 ,   0.999518E-01 ,   0.319123E+00
   0.297094E+02 ,   0.226610E+02 ,   0.101217E+01 ,     29.71 ,     22.66 ,      1.01 ,       1.012182 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.348530E+00 ,   0.795386E-01 ,   0.311098E+00
   0.390237E+02 ,   0.271720E+02 ,   0.106850E+01 ,     39.02 ,     27.17 ,      1.07 ,       1.068532 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.508764E-01 ,  -0.422686E+00 ,   0.978328E+00
   0.421882E+02 ,   0.290812E+02 ,   0.918851E+00 ,     42.19 ,     29.08 ,      0.92 ,       0.918863 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.315606E-14 ,  -0.491179E+00 ,   0.208321E-01
   0.566407E+02 ,   0.290942E+02 ,   0.215524E+01 ,     56.64 ,     29.09 ,      2.16 ,       0.905826 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.181173E+00 ,  -0.140409E+00 ,  -0.176081E+00
   0.299644E+01 ,   0.290911E+02 ,   0.908869E+00 ,      3.00 ,     29.09 ,      0.91 ,       0.908886 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.709521E+00 ,  -0.275358E+00 ,   0.234718E+00
