   X ,   Y ,   Z ,  X0 ,  Y0 ,  Z0 ,   R ,   U ,   V ,   W ,  CN ,  F1 ,  F2 ,  F3
   0.434461E+02 ,   0.152460E+02 ,   0.101828E+01 ,     43.45 ,     15.25 ,      1.02 ,       1.018301 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.327689E+00 ,  -0.170318E+00 ,   0.731218E+00
   0.540177E+02 ,   0.549192E+01 ,   0.342094E+01 ,     54.02 ,      5.49 ,      3.42 ,       1.137491 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.490840E+00 ,   0.797325E-01 ,   0.154874E+00
   0.574110E+02 ,   0.441092E+01 ,   0.261726E+01 ,     57.41 ,      4.41 ,      2.62 ,       1.171776 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.279968E+00 ,   0.131427E+00 ,  -0.229162E+00
   0.588568E+02 ,   0.111566E+02 ,   0.953082E+00 ,     58.86 ,     11.16 ,      0.95 ,       0.953135 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.743296E+00 ,  -0.199497E+00 ,   0.742938E+00
   0.596954E+02 ,   0.838564E+01 ,   0.745323E+01 ,     59.70 ,      8.39 ,      7.45 ,       0.909254 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.386914E+00 ,  -0.897565E-01 ,  -0.991992E+00
   0.730250E+01 ,   0.569092E+01 ,   0.100034E+02 ,      7.30 ,      5.69 ,     10.00 ,       0.995622 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.292479E+00 ,   0.440461E-01 ,  -0.102122E+01
   0.301015E+02 ,   0.173869E+02 ,   0.614792E+01 ,     30.10 ,     17.39 ,      6.15 ,       1.003267 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.334675E+00 ,  -0.462265E+00 ,  -0.472670E+00
   0.343781E+02 ,   0.137878E+02 ,   0.259158E+01 ,     34.38 ,     13.79 ,      2.59 ,       0.913945 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.799663E+00 ,   0.414524E+00 ,   0.277847E-01
   0.398921E+02 ,   0.177532E+02 ,   0.107028E+01 ,     39.89 ,     17.75 ,      1.07 ,       1.070324 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.780200E-01 ,  -0.101896E+00 ,   0.575376E+00
   0.476332E+02 ,   0.168590E+02 ,   0.107542E+01 ,     47.63 ,     16.86 ,      1.08 ,       1.075434 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.317895E-14 ,   0.240801E-16 ,   0.147207E-01
   0.594186E+02 ,   0.160200E+02 ,   0.419365E+01 ,     59.42 ,     16.02 ,      4.19 ,       0.909916 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.166085E-01 ,  -0.235786E+00 ,   0.502038E+00
   0.500316E+01 ,   0.723066E+01 ,   0.313462E+01 ,      5.00 ,      7.23 ,      3.13 ,       1.151052 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.646426E-01 ,  -0.216859E+00 ,  -0.518468E+00
   0.351429E+01 ,   0.639345E+01 ,   0.689444E+01 ,      3.51 ,      6.39 ,      6.89 ,       1.097628 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.477770E-01 ,  -0.811975E-01 ,  -0.340943E+00
   0.342095E+02 ,   0.125114E+02 ,   0.100030E+01 ,     34.21 ,     12.51 ,      1.00 ,       1.000333 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.144715E+00 ,  -0.314052E+00 ,   0.534537E+00
   0.343414E+02 ,   0.157048E+02 ,   0.273531E+01 ,     34.34 ,     15.70 ,      2.74 ,       1.008831 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.660501E-01 ,  -0.742608E-01 ,   0.209845E-03
   0.466755E+02 ,   0.189063E+02 ,   0.112734E+01 ,     46.68 ,     18.91 ,      1.13 ,       1.127382 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.237367E-01 ,   0.149687E+00 ,   0.113876E+01
   0.530372E+02 ,   0.192676E+02 ,   0.266821E+01 ,     53.04 ,     19.27 ,      2.67 ,       0.910576 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.176222E+00 ,   0.626680E+00 ,  -0.791446E-01
   0.266067E+01 ,   0.192032E+02 ,   0.311077E+01 ,      2.66 ,     19.20 ,      3.11 ,       1.169791 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.243805E+00 ,  -0.347902E+00 ,  -0.295671E+00
   0.924480E+01 ,   0.206452E+02 ,   0.519071E+01 ,      9.24 ,     20.65 ,      5.19 ,       0.959672 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,  -0.588725E+00 ,   0.273674E+00 ,   0.102345E+01
   0.545196E+01 ,   0.876702E+01 ,   0.897291E+01 ,      5.45 ,      8.77 ,      8.97 ,       1.192991 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.639374E+00 ,  -0.440180E+00 ,   0.133584E+00
   0.107967E+02 ,   0.233062E+02 ,   0.969040E+01 ,     10.80 ,     23.31 ,      9.69 ,       0.923067 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   0 ,   0.533468E-04 ,  -0.409314E-05 ,  -0.200320E-01
   0.602304E+01 ,   0.147184E+02 ,   0.695970E+01 ,      6.02 ,     14.72 ,      6.96 ,       0.965415 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.645401E-01 ,  -0.406935E+00 ,  -0.335048E+00
   0.337333E+00 ,   0.123252E+02 ,   0.803475E+01 ,      0.34 ,     12.33 ,      8.03 ,       1.180104 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.159938E+00 ,  -0.403794E+00 ,  -0.171634E+00
   0.288133E+02 ,   0.245442E+02 ,   0.893982E+01 ,     28.81 ,     24.54 ,      8.94 ,       0.965765 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.343040E+00 ,  -0.708114E+00 ,  -0.171235E+00
   0.302526E+02 ,   0.225489E+02 ,   0.417084E+01 ,     30.25 ,     22.55 ,      4.17 ,       1.194136 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,   0.185972E+00 ,   0.285115E+00 ,   0.532059E+00
   0.301968E+02 ,   0.238643E+02 ,   0.580864E+01 ,     30.20 ,     23.86 ,      5.81 ,       0.907244 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.538804E+00 ,  -0.151616E+00 ,   0.247072E+00
   0.512116E+02 ,   0.227440E+02 ,   0.268963E+01 ,     51.21 ,     22.74 ,      2.69 ,       1.018244 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.231757E-01 ,   0.383641E+00 ,   0.183466E+00
   0.530395E+02 ,   0.200931E+02 ,   0.974035E+00 ,     53.04 ,     20.09 ,      0.97 ,       0.974061 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.282733E+00 ,   0.288937E+00 ,   0.487776E+00
   0.102148E+02 ,   0.219340E+02 ,   0.615160E+01 ,     10.21 ,     21.93 ,      6.15 ,       0.917919 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.516964E+00 ,  -0.129618E+00 ,   0.322124E+00
   0.138678E+02 ,   0.205903E+02 ,   0.100522E+02 ,     13.87 ,     20.59 ,     10.05 ,       0.983617 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.810336E-01 ,   0.389276E+00 ,  -0.625148E+00
   0.152152E+02 ,   0.233163E+02 ,   0.898776E+01 ,     15.22 ,     23.32 ,      8.99 ,       0.926559 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.807222E+00 ,  -0.471547E+00 ,  -0.672153E-01
   0.453467E+02 ,   0.110730E+02 ,   0.603512E+01 ,     45.35 ,     11.07 ,      6.04 ,       1.143767 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.314749E-01 ,  -0.113382E+00 ,   0.142706E+00
   0.300182E+02 ,   0.265430E+02 ,   0.841846E+01 ,     30.02 ,     26.54 ,      8.42 ,       1.032250 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.238293E+00 ,   0.276449E+00 ,   0.153467E+00
   0.374686E+02 ,   0.290003E+02 ,   0.614069E+01 ,     37.47 ,     29.00 ,      6.14 ,       0.999782 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.467424E+00 ,  -0.150916E+01 ,  -0.143110E+00
   0.535173E+02 ,   0.258622E+02 ,   0.298049E+01 ,     53.52 ,     25.86 ,      2.98 ,       1.186219 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.129523E+00 ,   0.371823E+00 ,   0.222499E+00
   0.648465E+01 ,   0.227787E+02 ,   0.329054E+01 ,      6.48 ,     22.78 ,      3.29 ,       1.191362 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.254557E+00 ,  -0.211415E+00 ,   0.476338E-01
   0.930075E+01 ,   0.250188E+02 ,   0.430879E+01 ,      9.30 ,     25.02 ,      4.31 ,       1.026288 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,  -0.132920E+00 ,   0.345118E+00 ,   0.461994E+00
   0.163654E+02 ,   0.254460E+02 ,   0.590122E+01 ,     16.37 ,     25.45 ,      5.90 ,       1.198102 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.413841E+00 ,   0.197214E+00 ,  -0.156009E+00
   0.327672E+02 ,   0.214790E+02 ,   0.102031E+02 ,     32.77 ,     21.48 ,     10.20 ,       1.014435 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.542353E+00 ,  -0.476326E-01 ,  -0.230449E+00
   0.345386E+02 ,   0.171527E+02 ,   0.104408E+02 ,     34.54 ,     17.15 ,     10.44 ,       1.167067 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.203956E+00 ,   0.226938E+00 ,  -0.387826E+00
   0.454139E+02 ,   0.145803E+02 ,   0.892198E+01 ,     45.41 ,     14.58 ,      8.92 ,       1.188753 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.779870E-01 ,   0.202507E+00 ,  -0.599454E-01
   0.409171E+02 ,   0.257651E+02 ,   0.702991E+01 ,     40.92 ,     25.77 ,      7.03 ,       1.012195 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.323838E+00 ,   0.207390E+00 ,  -0.800406E-01
   0.420728E+01 ,   0.261778E+02 ,   0.788961E+01 ,      4.21 ,     26.18 ,      7.89 ,       0.948068 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.452426E+00 ,   0.314777E+00 ,   0.157822E+00
   0.596449E+01 ,   0.288128E+02 ,   0.954036E+01 ,      5.96 ,     28.81 ,      9.54 ,       1.187165 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.391296E+00 ,  -0.313279E+00 ,  -0.692888E+00
   0.165140E+02 ,   0.241043E+02 ,   0.101834E+02 ,     16.51 ,     24.10 ,     10.18 ,       1.006633 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.524967E+00 ,  -0.969816E-02 ,  -0.200728E+00
   0.319845E+02 ,   0.232633E+02 ,   0.102398E+02 ,     31.98 ,     23.26 ,     10.24 ,       0.934348 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.774443E+00 ,   0.342892E+00 ,   0.682936E-02
   0.425764E+02 ,   0.172747E+02 ,   0.752023E+01 ,     42.58 ,     17.27 ,      7.52 ,       1.187052 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.287274E+00 ,  -0.687394E+00 ,   0.258696E-01
   0.311160E+02 ,   0.207582E+02 ,   0.108562E+02 ,     31.12 ,     20.76 ,     10.86 ,       0.902031 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.105537E+00 ,  -0.249437E+00 ,  -0.604644E+00
   0.598459E+02 ,   0.290474E+02 ,   0.102137E+02 ,     59.85 ,     29.05 ,     10.21 ,       0.952587 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.392484E+00 ,   0.703691E-02 ,   0.591385E-01
   0.695407E+01 ,   0.258345E+02 ,   0.957392E+01 ,      6.95 ,     25.83 ,      9.57 ,       1.134642 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.483893E+00 ,  -0.766025E-02 ,  -0.260674E+00
   0.520466E+01 ,   0.268673E+02 ,   0.930381E+01 ,      5.20 ,     26.87 ,      9.30 ,       0.914813 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.631679E+00 ,   0.326180E+00 ,  -0.314792E+00
   0.163697E+02 ,   0.288573E+02 ,   0.108191E+02 ,     16.37 ,     28.86 ,     10.82 ,       1.116565 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.993656E-01 ,   0.153512E-01 ,  -0.546319E+00
   0.386890E+02 ,   0.218143E+02 ,   0.103227E+02 ,     38.69 ,     21.81 ,     10.32 ,       0.987995 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.389814E+00 ,  -0.967554E-01 ,  -0.888697E+00
   0.457249E+02 ,   0.134215E+02 ,   0.705974E+01 ,     45.72 ,     13.42 ,      7.06 ,       1.022688 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.130555E+00 ,  -0.852131E-01 ,  -0.463979E+00
   0.400064E+02 ,   0.212796E+02 ,   0.725880E+01 ,     40.01 ,     21.28 ,      7.26 ,       0.906270 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.343938E+00 ,   0.192388E+00 ,   0.221404E+00
   0.659087E+01 ,   0.232912E+02 ,   0.879940E+01 ,      6.59 ,     23.29 ,      8.80 ,       1.059638 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.788243E-01 ,   0.419415E+00 ,  -0.638320E+00
   0.452483E+02 ,   0.192738E+02 ,   0.795453E+01 ,     45.25 ,     19.27 ,      7.95 ,       1.186987 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,   0.217186E-02 ,   0.138729E+00 ,  -0.147886E+00
   0.469356E+02 ,   0.233203E+02 ,   0.818402E+01 ,     46.94 ,     23.32 ,      8.18 ,       0.954068 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.581868E-01 ,  -0.606690E+00 ,   0.633448E+00
   0.571328E+02 ,   0.218355E+02 ,   0.107058E+02 ,     57.13 ,     21.84 ,     10.71 ,       0.946774 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.691494E+00 ,   0.305721E+00 ,  -0.143321E+00
   0.437456E+02 ,   0.205529E+02 ,   0.669014E+01 ,     43.75 ,     20.55 ,      6.69 ,       1.156722 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.245650E+00 ,  -0.150371E-01 ,  -0.119762E+00
   0.135226E+02 ,   0.288902E+02 ,   0.101581E+02 ,     13.52 ,     28.89 ,     10.16 ,       1.109836 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.195367E+00 ,  -0.652736E+00 ,  -0.370826E-01
   0.121871E+02 ,   0.290972E+02 ,   0.470925E+01 ,     12.19 ,     29.10 ,      4.71 ,       0.902858 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.175009E+00 ,  -0.637543E+00 ,   0.968248E-02
   0.456445E+02 ,   0.230503E+02 ,   0.988433E+01 ,     45.64 ,     23.05 ,      9.88 ,       1.197900 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.103136E+00 ,   0.323108E+00 ,  -0.374612E+00
   0.262992E+02 ,   0.101898E+01 ,   0.689470E+01 ,     26.30 ,      1.02 ,      6.89 ,       1.018983 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.300016E+00 ,   0.507297E+00 ,   0.159076E+00
   0.293316E+02 ,   0.648718E+01 ,   0.452022E+01 ,     29.33 ,      6.49 ,      4.52 ,       1.133346 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.384489E+00 ,   0.170978E-01 ,  -0.149403E+00
   0.416738E+02 ,   0.141698E+02 ,   0.914412E+00 ,     41.67 ,     14.17 ,      0.91 ,       0.914419 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.346800E-14 ,  -0.342283E-15 ,  -0.158633E-02
   0.392274E+02 ,   0.644575E+01 ,   0.918083E+00 ,     39.23 ,      6.45 ,      0.92 ,       0.918105 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,  -0.156790E+00 ,   0.247658E-02 ,   0.141262E+01
   0.553248E+02 ,   0.410552E+01 ,   0.260141E+01 ,     55.32 ,      4.11 ,      2.60 ,       0.936734 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.523571E+00 ,   0.165627E+00 ,  -0.242108E+00
   0.325074E+01 ,   0.290323E+01 ,   0.322083E+01 ,      3.25 ,      2.90 ,      3.22 ,       0.959171 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.914000E-01 ,  -0.113838E+00 ,  -0.324343E+00
   0.709216E+01 ,   0.995815E+00 ,   0.666772E+01 ,      7.09 ,      1.00 ,      6.67 ,       0.995825 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.512778E-01 ,   0.619062E+00 ,   0.121398E+00
   0.805997E+01 ,   0.322453E+01 ,   0.543351E+01 ,      8.06 ,      3.22 ,      5.43 ,       1.117710 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.696239E-01 ,  -0.760429E-01 ,  -0.570828E+00
   0.422242E+02 ,   0.789619E+01 ,   0.906684E+01 ,     42.22 ,      7.90 ,      9.07 ,       0.944452 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.454131E+00 ,   0.417463E-01 ,  -0.473121E+00
   0.230953E+02 ,   0.122281E+02 ,   0.108896E+02 ,     23.10 ,     12.23 ,     10.89 ,       1.096470 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.230705E+00 ,  -0.343878E+00 ,  -0.323987E+00
   0.308185E+02 ,   0.110955E+02 ,   0.275882E+01 ,     30.82 ,     11.10 ,      2.76 ,       0.914060 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.290007E-01 ,   0.326827E+00 ,   0.413679E+00
   0.376915E+02 ,   0.167741E+02 ,   0.334471E+01 ,     37.69 ,     16.77 ,      3.34 ,       0.913229 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.512976E+00 ,   0.381117E+00 ,   0.169408E+00
   0.543392E+02 ,   0.100623E+02 ,   0.911445E+00 ,     54.34 ,     10.06 ,      0.91 ,       0.911452 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.365697E-14 ,  -0.163801E-15 ,  -0.143614E-02
   0.570860E+02 ,   0.101732E+02 ,   0.107614E+01 ,     57.09 ,     10.17 ,      1.08 ,       1.076182 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,  -0.166884E+00 ,   0.153188E+00 ,   0.941607E+00
   0.270224E+01 ,   0.683626E+01 ,   0.289396E+01 ,      2.70 ,      6.84 ,      2.89 ,       1.099675 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.150344E+00 ,  -0.227391E-01 ,  -0.278122E+00
   0.507832E+01 ,   0.602913E+01 ,   0.526404E+01 ,      5.08 ,      6.03 ,      5.26 ,       1.190871 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.194884E-01 ,   0.724148E-01 ,   0.783458E+00
   0.202126E+01 ,   0.145428E+02 ,   0.104599E+02 ,      2.02 ,     14.54 ,     10.46 ,       0.960121 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.549673E+00 ,  -0.349753E+00 ,  -0.996652E+00
   0.298487E+02 ,   0.130564E+02 ,   0.969748E+01 ,     29.85 ,     13.06 ,      9.70 ,       1.132745 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.139734E+00 ,  -0.602598E+00 ,   0.249556E+00
   0.277303E+02 ,   0.147742E+02 ,   0.772010E+01 ,     27.73 ,     14.77 ,      7.72 ,       0.937093 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,   0.287096E+00 ,  -0.801718E-01 ,  -0.820090E+00
   0.321961E+02 ,   0.159562E+02 ,   0.278027E+01 ,     32.20 ,     15.96 ,      2.78 ,       0.965320 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.300136E-01 ,  -0.673077E-01 ,   0.405592E-01
   0.396004E+02 ,   0.194313E+02 ,   0.308435E+01 ,     39.60 ,     19.43 ,      3.08 ,       1.150011 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,  -0.283599E+00 ,   0.676410E-01 ,  -0.414985E+00
   0.397589E+02 ,   0.153012E+02 ,   0.268803E+01 ,     39.76 ,     15.30 ,      2.69 ,       1.002268 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.231310E+00 ,   0.204430E+00 ,   0.389525E+00
   0.554686E+02 ,   0.219936E+02 ,   0.264257E+01 ,     55.47 ,     21.99 ,      2.64 ,       0.981222 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.186816E+00 ,  -0.142979E+00 ,  -0.851115E+00
   0.765132E+01 ,   0.108910E+02 ,   0.298630E+01 ,      7.65 ,     10.89 ,      2.99 ,       1.167265 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,  -0.659712E+00 ,  -0.572869E+00 ,  -0.134487E-01
   0.995883E+01 ,   0.731535E+01 ,   0.909088E+01 ,      9.96 ,      7.32 ,      9.09 ,       1.168749 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.391187E+00 ,  -0.504345E-01 ,  -0.105821E+00
   0.261553E+02 ,   0.202895E+02 ,   0.785234E+01 ,     26.16 ,     20.29 ,      7.85 ,       1.068612 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.823943E-01 ,   0.157905E+00 ,   0.711865E-02
   0.286251E+02 ,   0.227610E+02 ,   0.559827E+01 ,     28.63 ,     22.76 ,      5.60 ,       0.981046 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.486379E+00 ,   0.508957E+00 ,   0.282850E+00
   0.342141E+02 ,   0.212866E+02 ,   0.406178E+01 ,     34.21 ,     21.29 ,      4.06 ,       1.085350 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.150794E+00 ,   0.322215E+00 ,  -0.448330E+00
   0.377924E+02 ,   0.175408E+02 ,   0.103982E+01 ,     37.79 ,     17.54 ,      1.04 ,       1.039826 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.426051E+00 ,   0.371362E+00 ,  -0.266118E-01
   0.521591E+02 ,   0.218398E+02 ,   0.444287E+01 ,     52.16 ,     21.84 ,      4.44 ,       0.939533 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,   0.311254E+00 ,  -0.187422E+00 ,  -0.163278E+00
   0.572727E+02 ,   0.213839E+02 ,   0.327411E+01 ,     57.27 ,     21.38 ,      3.27 ,       1.025193 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.131850E+00 ,   0.229034E+00 ,  -0.145016E+00
   0.654807E+01 ,   0.147516E+02 ,   0.345596E+01 ,      6.55 ,     14.75 ,      3.46 ,       1.108150 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.293464E+00 ,  -0.144053E+00 ,  -0.633431E-01
   0.407219E+01 ,   0.903950E+01 ,   0.108691E+02 ,      4.07 ,      9.04 ,     10.87 ,       1.167854 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.302100E+00 ,  -0.242806E+00 ,  -0.161930E+01
   0.267230E+01 ,   0.164756E+02 ,   0.975476E+01 ,      2.67 ,     16.48 ,      9.75 ,       1.197836 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.196708E+00 ,   0.570144E+00 ,  -0.330039E+00
   0.252496E+02 ,   0.177594E+02 ,   0.107493E+02 ,     25.25 ,     17.76 ,     10.75 ,       1.018924 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.101996E+00 ,   0.411168E+00 ,  -0.973519E+00
   0.300481E+02 ,   0.258437E+02 ,   0.584468E+01 ,     30.05 ,     25.84 ,      5.84 ,       1.078112 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,  -0.368890E+00 ,   0.382331E+00 ,  -0.210034E+00
   0.302858E+02 ,   0.187395E+02 ,   0.455800E+01 ,     30.29 ,     18.74 ,      4.56 ,       1.092332 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.438712E+00 ,  -0.672537E+00 ,  -0.230955E+00
   0.474363E+02 ,   0.209311E+02 ,   0.103756E+01 ,     47.44 ,     20.93 ,      1.04 ,       1.037589 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,  -0.473260E+00 ,   0.125704E+00 ,   0.434183E+00
   0.520098E+02 ,   0.218193E+02 ,   0.103691E+01 ,     52.01 ,     21.82 ,      1.04 ,       1.036946 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   6 ,  -0.303672E+00 ,  -0.693402E+00 ,   0.100370E+01
   0.551127E+02 ,   0.194034E+02 ,   0.286466E+01 ,     55.11 ,     19.40 ,      2.86 ,       1.173653 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,  -0.155138E+00 ,   0.341438E-01 ,   0.494419E+00
   0.148614E+02 ,   0.222961E+02 ,   0.106636E+02 ,     14.86 ,     22.30 ,     10.66 ,       1.065691 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.113198E+00 ,   0.111172E+00 ,  -0.634064E+00
   0.384640E+02 ,   0.241141E+02 ,   0.622917E+01 ,     38.46 ,     24.11 ,      6.23 ,       0.983119 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.114608E-01 ,   0.225980E+00 ,  -0.126849E+01
   0.314841E+02 ,   0.245720E+02 ,   0.394223E+01 ,     31.48 ,     24.57 ,      3.94 ,       1.185317 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   2 ,  -0.237128E+00 ,  -0.322590E+00 ,  -0.721729E-01
   0.524054E+02 ,   0.269036E+02 ,   0.462133E+01 ,     52.41 ,     26.90 ,      4.62 ,       1.052808 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   1 ,   0.323360E+00 ,  -0.302857E+00 ,  -0.497185E+00
   0.551932E+02 ,   0.242753E+02 ,   0.257208E+01 ,     55.19 ,     24.28 ,      2.57 ,       1.146447 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   4 ,   0.272533E+00 ,  -0.322215E+00 ,  -0.281122E+00
   0.927319E+01 ,   0.246318E+02 ,   0.643703E+01 ,      9.27 ,     24.63 ,      6.44 ,       1.137080 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   5 ,   0.338952E+00 ,  -0.576256E-01 ,   0.393235E+00
   0.114530E+02 ,   0.215501E+02 ,   0.772082E+01 ,     11.45 ,     21.55 ,      7.72 ,       1.093970 ,      0.00000000 ,      0.00000000 ,      0.00000000 ,   3 ,   0.303318E+00 ,   0.112039E+00 ,   0.517420E+00
